URL,Title,Image,Images_num,h1_num,h2_num,Paragraphs_num,Paragraphs_Word_Count_avg,Quotes_num,Publication,Writer,Date,Read_Time,Claps,Responses
https://medium.com/caspian-tech/milestone-appointment-for-caspian-crypto-trading-platform-as-it-expands-its-reach-d674308989fe,milestone appointment for caspian crypto trading platform as it expands its reach,https://miro.medium.com/max/1400/1*qTMngFPJSNFFcZVoXbrvdw.jpeg,1,1,1,13,37,0,Caspian.tech Blog,Caspian,13-Aug-18,2,85000,16
https://eand.co/why-were-underestimating-american-collapse-be04d9e55235,why were underestimating american collapse,https://miro.medium.com/max/4000/1*bqOecoH1cEbh9FjTVI7Jow.jpeg,1,1,0,20,89,0,Eudaimonia and Co,umair haque,25-Jan-18,6,90000,265
https://medium.com/caspian-tech/token-sale-update-from-caspians-ceo-robert-dykes-9e72f4f5f30d,token sale update from caspians ceo robert dykes,https://miro.medium.com/max/1400/1*JUXuoN460hC4_uEeLpiGnw.png,1,1,1,6,48,0,Caspian.tech Blog,Caspian,6-Aug-18,2,84000,3
https://thebolditalic.com/this-is-your-life-in-silicon-valley-933091235095,this is your life in silicon valley,https://miro.medium.com/max/2000/1*epwf0km6r2bkSeuPpH0JDA.jpeg,8,1,0,1,2,0,,The Bold Italic,15-Aug-16,11,96000,579
https://medium.com/newco/towards-a-bra-free-instagram-experience-3e43273b611f,towards a bra free instagram experience,https://miro.medium.com/max/1400/1*kr9bQlAn9_SNO7_Z5RmiPQ.jpeg,33,1,1,36,21,0,NewCo Shift,Lauren Hallden,30-Dec-17,5,100000,455
https://medium.com/forwardtick/how-google-collapsed-b6ffa82198ee,how google collapsed,https://miro.medium.com/max/700/1*BGD9g1PoepfxaPn1Uxyzfg.jpeg,4,7,1,54,47,3,Forward Tick,Daniel Colin James,24-Apr-17,10,93000,543
https://medium.com/accelerated-intelligence/modern-polymath-81f882ce52db,modern polymath,https://miro.medium.com/max/1400/1*hWxz0v8jqc4e02MuVtPkuQ.jpeg,13,12,1,90,45,7,Accelerated Intelligence,Michael Simmons,5-Apr-18,16,89000,264
https://medium.com/@ShopinApp/a-decentralized-amazon-the-future-of-retail-becomes-a-reality-e2cde1e77a9d,a decentralized amazon the future of retail becomes a reality,https://miro.medium.com/max/1400/1*A_9tIltMOAfJ-DyUVOEr8A.jpeg,5,0,9,45,41,0,,Shopin,7-Aug-18,8,80000,9
https://medium.com/free-code-camp/focus-and-deep-work-your-secret-weapons-to-becoming-a-10x-developer-8e203a6ad291,focus and deep work your secret weapons to becoming a 10x developer,https://miro.medium.com/max/12000/0*N7TFrhs4o3rXgLPL,3,8,8,82,29,3,We’ve moved to freeCodeCamp.org/news,Bar Franek,14-Sep-18,9,100000,118
https://humanparts.medium.com/what-its-like-to-be-90-something-368780082573,what its like to be 90 something,https://miro.medium.com/max/1000/1*OXfc8u07G_0gfOHaxpoctQ.jpeg,1,1,0,19,102,2,,Human Parts,11-Jul-18,7,89000,222
